PSRJ,RAJ,DECJ,POSEPOCH,F0,F1,PEPOCH,DM,S1400,DIST_DM,DIST_DM1,TYPE,ASSOC,SURVEY,P0,P1,DMEPOCH,RM,S400,S150,SPINDX,W50,W10,F2,F3,NGLT,DIST_AMN,DIST_AMX,S300,CLK,EPHEM,PSRB,PMRA,PMDEC,S50,S600,TAU_SC,ELONG,ELAT,PMELONG,PMELAT,PX,UNITS,BINCOMP,BINARY,TASC,FB0,FB1,FB2,A1,EPS1,EPS2,DIST_A,PB,S3000,S4000,S800,S2000,S900,S1600,T0,PBDOT,ECC,OM,OMDOT,M2,S350,S100,S200,S80,A1DOT,S60,S5000,DM1,S40,TASC_2,PB_2,A1_2,EPS1_2,EPS2_2,SINI,M2_2,MASS_Q,S700,KOM,KIN,H3,STIG,H4,GAMMA,DM2,S100G,S150G,OM_ASC,DM3,T0_2,T0_3,PB_3,A1_3,ECC_2,ECC_3,OM_2,OM_3,SINI_2,SINI_3,M2_3,A12DOT,OM2DOT,P1˙,S6000,XDOT,F4,F5,S8000,S9000,DM4,DM5,ECCDOT,DTHETA,S1500,coord
J0034+69,00:34,+69:43,,,,56292,80.01,,2.283,2.813,,,gbncc,0.03680412,,,,4.5,,,1.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8.499999999999998,69.71666666666667"
J0036-1033,00:36:15.01,-10:33:14.2,,,,58774,23.1,,25,1.061,,,mwa_smart,0.9000093,2.131E-16,,-8.1,1,,-2,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.062541666666664,-10.553944444444445"
J0038-2501,00:38:10.264,-25:01:30.73,,,,57474,5.71,,0.604,0.322,,,gbncc,0.25692645,7.6E-19,,,,,,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.542766666666665,-25.02520277777778"
J0039+35,00:39:06,+35:45,,,,,53.04,,25,4.075,,,lotaas,0.5367,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9.775,35.75"
J0040+5716,00:40:32.3899,+57:16:24.833,56000,0.8942741,-2.30239E-15,49667,92.5146,0.6,2.42,3.044,,,"gb2,gbncc,lotaas",1.1182253,2.8789727E-15,56753,15.3,7.5,19.4,-1.7,12.2,24.4,-1.2E-28,,,,,,,,B0037+56,12.39,-5.4,,2.9,,,,,,0.11,,,,,,,,,,,,,,,,,,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.134957916666666,57.27356472222222"
J0043-73,00:43:25,-73:11,,,,57990.69,115.1,0.047,58.938,36.03,,EXGAL:SMC,misc,0.93742937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10.854166666666664,-73.18333333333334"
J0045-7042,00:45:25.69,-70:42:07.1,,,,52407,71.3,0.064,58.577,34.51,,EXGAL:SMC,misc,0.6323358,2.49E-15,,31,,,,20,,,,,56.2,63.5,,,,,,,,,,,,,,,,,,,,,,,,,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.357041666666666,-70.70197222222222"
J0045-7319,00:45:35.16,-73:19:03.0,,,,49144,104.6,0.25,58.705,36.12,,EXGAL:SMC,misc,0.9262759,4.4632E-15,,-25,1,,,20,220,8.2E-25,,,56.2,63.5,,,,,,,,1,,,,,,,,MS[bbs+95],BT,,,,,174.2576,,,59.7,51.169453,,,,,,,49169.215,-0.000000303,0.807949,115.254,0.0259,,,,,,1.17E-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"11.3965,-73.3175"
J0048+3412,,,49875,0.82162905,-1.58949E-15,49875,39.922,,4.5,2.105,,,"gb2,gb3,lotaas",1.2170943,2.3545409E-15,56703,-83.3,2.3,24.9,-2.4,21.7,31.5,-1E-27,,,,,,,,B0045+33,,,,0.7,0.00000019,25.35747,26.52166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J0050+03,00:50:31,+03:48,,,,57022,26.5,,25,1.366,,,ar327,1.36656,,,,,,,33,,,,,,,0.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.629166666666666,3.8"
J0051+0423,00:51:30.1,04:22:49,,,,49800,13.93,0.5,1.25,0.624,,,"gb4,lotaas,gbncc",0.3547318,7E-18,,,3,73,,11,34,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"12.875416666666666,4.380277777777778"
J0052-72,00:52:28,-72:05,,,,58008.54,158.6,0.039,60.261,35.33,,EXGAL:SMC,misc,0.19144432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.116666666666665,-72.08333333333333"
J0054+66,00:54,66,,,,54100,15,,0.901,1.003,RRAT,,gbt350,1.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.499999999999998,66.0"
J0054+69,00:54:28,+69:26,,,,,90.3,,2.347,3.059,RRAT[kkl+15],,gbncc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.616666666666665,69.43333333333334"
J0054+6946,,,,1.200608,-1.037E-15,56500,116.52,,2.758,4.279,,,gbncc,0.8329113,7.194097E-16,,,,,,14,31,,,,,,,,,,,,,,,53.17957,55.915268,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J0055+5117,00:55:45.3981,+51:17:24.601,56000,0.47277498,-2.131817E-15,49664,44.0127,1.5,1.935,1.899,,,"gb2,lotaas",2.1151712,9.53764E-15,56776,-64.09,3.4,7.9,-1,73,92.1,7.8E-28,,,,,,,,B0052+51,10.47,-17.4,,2.8,0.00000044,,,,,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"13.939158749999997,51.290166944444444"
J0056+4756,,,49872,2.1184795,-1.49381E-14,49872,18.1354,,1.123,1.032,,,"gb2,lotaas",0.47203666,3.328487E-15,56703,-34.16,3,23.3,-1.2,11.8,31.3,-2.7E-26,,,,,,,,B0053+47,,,102,1.5,,34.41337,38.03833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J0057-7201,00:57:44.0,-72:01:19,,,,51213,27,,3.476,1.185,,,misc,0.73806244,1E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.433333333333332,-72.02194444444444"
J0058+4950,,,,1.0039924,-8.1E-16,56500,66.953,,2.646,2.816,,,gbncc,0.9960234,8.0357073E-16,,,,,,38,50,,,,,,,,,,,,,,,35.941,39.55191,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J0058+6125,00:58,+61:25,,,,54100,128.3,,2.597,3.794,,,"gbt350,gbncc",0.637,,,-212,,,,7.8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.499999999999998,61.416666666666664"
J0058-7218,00:58:16.7,-72:18:06,,45.942986,-6.1E-11,58924,,,,,NRAD[met+21],"EXGAL:SMC,XRS:PWN_IK",misc,0.021766108,2.889957E-14,,,,,,,,,,,56.2,63.5,,,,,,,,,,,,,,,,,,,,,,,,,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.56958333333333,-72.30166666666666"
J0059+69,00:59:30,+69:55,,,,,63.53,,2.048,2.363,,,"lotaas,gbncc",1.1459,,,,,,,12,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14.874999999999996,69.91666666666667"
J0100-7211,01:00:43.03,-72:11:33.6,,,,53032,,,,,"AXP,NRAD","EXGAL:SMC,XRS:CXOU_J",misc,8.020392,1.88E-11,,,,,,,,,,,56.2,63.5,,,,,,,,,,,,,,,,,,,,,,,,,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.179291666666664,-72.19266666666667"
J0100+8023,01:00:16.09,+80:23:41.75,,,,56676,56.0062,,2.848,2.633,,,lotaas,1.493601,3.543E-16,,,,1.5,,8.01,67,,,,,,,,DE405,,,,,,,,,,,,TCB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.067041666666665,80.39493055555556"
J0101-6422,01:01:11.1163,-64:22:30.171,,,,55520,11.921,0.156,1.001,0.551,HE,GRS:4FGL_J0101.1-642,FermiAssoc,0.002573152,5.16E-21,58806.957,20,,,-1.4,,,,,,,,,,,,10,-12,,,,,,,,,,He[kcj+12],BT,,,,,1.701046,,,,1.7875967,,,,,,,55162.402,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.296317916666665,-64.3750475"
J0102+4839,01:02:50.668,+48:39:42.76,,,,55196,53.5,,2.31,2.293,HE,GRS:4FGL_J0102.8+483,FermiAssoc,0.00296,1.17E-20,,,0.5,,,,,,,,,,,,,,,,,,,,,,,,,He[hrm+11],BT,,,,,,,,,1.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.711116666666667,48.661877777777775"
J0102+6537,01:02:32.9914,+65:37:13.416,56000,0.5955344,-2.11198E-15,49675,65.853,1.2,1.978,2.294,,,"gb1,gb3,gbncc,lotaas",1.6791642,5.954923E-15,,-94,8.5,7.4,-1.6,89.7,110.4,-2.87E-26,,,,,,,,B0059+65,9.24,1.77,,3.4,,,,,,0.4,,,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.637464166666668,65.62039333333333"
J0103+54,01:03:37,+54:02,,,,56657,55.605,,2.01,2.184,RRAT[kkl+15],,gbncc,0.354304,,,,,,,6.4,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.904166666666667,54.03333333333333"
J0104+64,01:04,64,,,,,44.6,,1.711,1.806,,,gbncc,1.386,,,,,,,45,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15.999999999999998,64.0"
J0106+4855,01:06:25.06,+48:55:51.8,,12.025402,-6.1881E-14,55225,70.87,0.008,3.063,3.092,HE,GRS:4FGL_J0106.4+485,FermiBlind,0.0831573,4.279156E-16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.60441666666667,48.93105555555555"
J0107+1322,01:07:39.95,+13:22:31.7,,,,57972,21.671,,2.349,0.991,,,lotaas,1.1973834,6.87E-16,,,,1.8,-1.5,28,35.7,,,,,,,,DE405,,,,,,,,,,,,TCB,,,,,,,,,,,,,,,,,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16.916458333333335,13.375472222222223"
J0108-1431,01:08:08.347016,-14:31:50.1871,54100,1.238291,-1.1813E-16,50889,2.38,1.4,0.232,0.2,,,pks70,0.8075646,7.7039724E-17,,-0.3,9,,,30,61,-8.9E-27,,,0.16,0.3,,,,,75.1,-152.5,,,,,,,,4.2,,,,,,,,,,,0.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.034779233333328,-14.530607527777779"
J0108+6608,01:08:22.5049,+66:08:34.499,56000,0.7790226,-7.9203E-15,50011,30.5482,0.9,1.461,1.42,,,"jb1,gb1,gb2,lotaas",1.2836598,1.3050933E-14,56784,-27.1,10,39,-1.4,22.5,54.9,3.1E-25,,,,,,,,B0105+65,-32.75,35.15,74,4.1,0.00000016,,,,,0.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.09377041666666,66.14291638888889"
J0108+6905,,,49875,0.9336039,-4.192E-17,49875,61.0617,0.4,1.981,2.265,,,"gb2,gbncc,lotaas",1.0711181,4.8094564E-17,56703,-33.04,3.7,8.3,-1.5,12,65,-7.8E-28,,,,,,,,B0105+68,,,,1.6,,53.92357,54.61912,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J0109+11,01:09,+11:32,,,,,17,,1.566,0.766,,,pumps,0.4327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.249999999999996,11.533333333333333"
J0110-22,01:10,-22,,,,,20.8,,25,0.966,,,gbncc,1.262,,,,,,,43,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.5,-22.0"
J0111+6624,,,,0.23245694,-4.52E-16,56500,111.2,,2.412,3.382,,,"gbncc,misc",4.3018723,8.364759E-15,,,,,,33,87,,,,,,,,,,,,,,,51.3828,52.371,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J0111-7131,01:11:28.77,-71:31:46.8,,,,52369,79.4,0.044,59.325,35.04,,EXGAL:SMC,misc,0.68854153,7.092E-15,,,,,,15,,,,,56.2,63.5,,,,,,,,,,,,,,,,,,,,,,,,,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17.869874999999997,-71.52966666666667"
J0113-7220,01:13:11.09,-72:20:32.20,,,,51212,125.49,0.189,60.999,35.55,,EXGAL:SMC,misc,0.32588303,4.859E-15,,128,,,,4.5,12,,,,56.2,63.5,,,,,,,,,,,,,,,,,,,,,,,,,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.296208333333333,-72.34227777777777"
J0115+6325,01:15:45.87,+63:25:50.8,57876,,,57876,65.069,,1.931,2.23,,,lotaas,0.5214554,1.599E-15,57876,,,,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"18.941124999999996,63.43077777777778"
J0117+5914,,,49751,9.858135,-5.685151E-13,49751,49.42068,0.3,1.768,2.235,,XRS:[pb15],"gb3,gbncc,lotaas",0.101439066,5.8499543E-15,56780,-8.1,7.6,54,-2.45,4.1,8.3,-3.38E-24,,,,,,,,B0114+58,,,,2.6,0.00000094,45.902916,46.123604,7,17,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J0121+53,01:21,+53:29,,,,,91.38,,2.644,3.409,RRAT[gac+21],,chime,2.7247846,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.25,53.483333333333334"
J0122+1416,01:22:01.31,+14:16:17,57876,,,57876,17.693,,1.584,0.786,,,"misc,lotaas,gbncc",1.388994,3.803E-15,57876,,,,,32,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"20.50545833333333,14.27138888888889"
J0125-2327,01:25:10,-23:27:26,,,,55561,9.5974,2.49,0.873,0.435,,,"htru_pks,gbncc",0.00367586,,58755.02,4.78,,,-1,0.67,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.291666666666664,-23.45722222222222"
J0125+62,01:26,+62:35,,,,56292,118,,2.403,3.979,,,gbncc,1.708233,,,,3.4,,,17,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"21.499999999999996,62.583333333333336"
J0131-7310,01:31:28.51,-73:10:09.34,,,,52335,205.22,0.059,100,36.22,,EXGAL:SMC,misc,0.34812406,1.7614E-15,,-57,,,,4.4,,,,,56.2,63.5,,,,,,,,,,,,,,,,,,,,,,,,,59.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22.868791666666663,-73.16926111111111"
J0133-6957,01:33:32.46,-69:57:29.68,,,,49980.2,22.948,0.18,2.441,0.998,,,pks70,0.46347374,1.2E-16,,7,5,,,4.5,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.38525,-69.95824444444445"
J0134-2937,01:34:18.6824,-29:37:17.042,54428,7.301316,-4.177838E-15,54428,21.806,3.9,25,0.564,,,pks70,0.13696161,7.8369904E-17,,13,9,,,2.5,7.1,,,,,,,,,,17,-9,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23.57784333333333,-29.621400555555557"
J0137+1654,01:37:23.88,+16:54:42.1,,,,52225,26.0838,,3.061,1.191,,,"ar4,lotaas",0.41476303,1.223E-17,56703,-16.8,1.4,15.3,-1.4,14,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.349499999999995,16.911694444444443"
J0137+6349,,,,1.39283,-1.862E-15,56500,285.5,,9.097,44.34,,,gbncc,0.7179627,9.59806E-16,,,,,,25,58,,,,,,,,,,,,,,,52.4826,48.69309,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J0139+3336,01:39:57.23,+33:36:59.7,57901,,,57901,21.23,,1.472,0.985,RRAT[ttm18],,"misc,lotaas",1.2479609,2.064E-15,57901,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.98845833333333,33.61658333333334"
J0139+5621,01:39:38.56,+56:21:36.8,,0.56327116,-2.50951E-14,56000,101.842,0.02,2.41,3.817,,,"misc,lotaas,gbncc",1.7753439,7.909588E-14,,,0.7,3.6,-2.6,36,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.910666666666664,56.36022222222223"
J0139+5814,01:39:19.7401,+58:14:31.819,52275,3.6703897,-1.443051E-13,49289,73.81141,4.6,2.006,2.878,,,"gb1,gb2,gb3,gb4,gbnc",0.27245063,1.07116735E-14,56753,-94.13,28,197,-1.57,5.2,9.6,,,,2.4,2.9,,,,B0136+57,-19.11,-16.6,,15.4,0.00000108,,,,,0.37,,,,,,,,,,,2.6,,,,,,10.9,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"24.832250416666664,58.24217194444444"
J0141+6009,,,49293,0.8176959,-2.6148E-16,49293,34.926,4.5,1.498,2.188,,,"misc,gb3,gb4,gbncc,l",1.2229486,3.910703E-16,56563,-47,49,102,-1.53,34.9,104.2,2.7E-28,,,1.6,3,,,,B0138+59,,,242,23,0.00000025,50.280815,45.30668,7,,,,,,,,,,,,,2.3,,,,,,13,,,,,,,,,,,420,,460,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
J0141+63,01:41,+63:08,,,,56292,272.8,,8.774,44.27,,,gbncc,0.04668588,,,,1.3,,,2.2,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"25.249999999999996,63.13333333333333"
J0146+31,01:46:15,+31:04,,,,57022,25,,1.826,1.129,,,misc,0.9381,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.562499999999996,31.066666666666666"
J0146+6145,01:46:22.42,+61:45:02.8,49031,0.11508812,-2.64E-14,55762,,,,,"AXP,NRAD",XRS:4U_0142+61,misc,8.688994,1.9931634E-12,,,,,,,,,,3,,,,,,,-4.1,1.9,,,,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.593416666666663,61.75077777777778"
J0147+5922,01:47:44.6434,+59:22:03.284,56000,5.093689,-6.6619E-15,54011,40.111,2.1,1.578,2.221,,,"gb3,lotaas",0.19632137,2.567635E-16,,-9.5,6.6,26.3,-1.23,7,10.1,3.39E-26,,1,,,,,,B0144+59,-6.39,3.8,,3.4,0.0000002,,,,,0.47,,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"26.93601416666666,59.367578888888886"
J0151-0635,01:51:22.7179,-06:35:02.987,56000,0.68275017,-2.06313E-16,49347,25.66,1.6,25,1.218,,,"mol2,pks70",1.4646646,4.4259142E-16,,2,38,28.9,-1.39,122,149,,,,,,,,,B0148-06,10.7,-5.38,,10,,,,,,0.23,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"27.844657916666666,-6.584163055555555"
J0152+0948,01:52:23.73,+09:48:10,,,,52858,22.881,,2.477,0.982,,,ar4,2.7466474,1.7E-15,56784,1.4,0.91,1.7,-0.6,11,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.098875,9.802777777777779"
J0152-1637,01:52:10.8539,-16:37:53.641,56000,1.2008526,-1.87351E-15,48227,11.92577,2.1,0.92,0.513,,,"mol2,pks70",0.8327416,1.2992018E-15,56955,6.6,20,88.4,-1.83,16,24,-4.98E-27,,,,,,,,B0149-16,0.8,-31.3,215,15,,,,,,0.46,,,,,,,,,,,,,,,3,,,,,,,,,,,,,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.04522458333333,-16.631566944444444"
J0154+1833,01:54:36.88273,+18:33:50.758,,422.9099,-5.22E-16,56900,19.7978,0.11,1.622,0.856,,,ar327,0.0023645698,2.9186012E-21,,-22.845,,,-1.7,,,,,,,,,,,,10.3,-8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"28.653678041666662,18.564099444444444"
J0156+04,01:56:01,+04:02,,,,,27.5,,25,1.283,RRAT[dsm+16],,ar327,,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"29.004166666666663,4.033333333333333"
J0156+3949,,,49701,0.55201024,-4.62E-17,49701,59.833,,4.916,3.119,,,"gb2,lotaas,gbncc",1.8115606,1.5161693E-16,56773,-68.58,4,3.5,-1.4,99,160,1.3E-27,,,,,,,,B0153+39,,,,1,,41.7809,26.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0.0,0.0"
